Date,Team,Sum_Safety Score,Sum_D Line Score,Sum_Linebacker Score,Sum_Cornerback Score
01/01/2006,ATL,0.228058714329209,0.296291945131652,0.250897411730118,0.539037085630981
01/01/2006,BUF,0.13236821919676,0.567868925261675,0.239783124399059,0.138866755414237
01/01/2006,CAR,0.224143288174272,0.419844862914037,0.298236596126175,0.305407071480309
01/01/2006,CHI,0.160424185261434,0.249888253252329,5.18977454681909e-02,0.200085165108372
01/01/2006,CIN,0.11134758743239,0.132574166572847,0.380397827009272,0.104150066560678
01/01/2006,CLE,0.333594771848076,0.320608832171062,0.450756439866948,0.544039825604069
01/01/2006,CLT,9.27896561936587e-02,0.743520558033131,0.420701680633082,0.191870197095389
01/01/2006,CRD,6.76345290677754e-02,0.326736436707405,0.380777584370853,0.191870197095389
01/01/2006,DAL,0.16680231194201,0.434027929747957,0.387744407067698,0.156225099841016
01/01/2006,DET,0.254947559308014,0.358692928904384,0.181642109138668,0.262475414613766
01/01/2006,GNB,0.169484081674224,0.592185812301086,0.164547998477131,0.365094120689756
01/01/2006,HTX,0.412032767217505,0.327965174058436,0.559428443867582,0.200085165108372
01/01/2006,JAX,0.151145219642068,0.37385956140898,0.120206766428951,0.183898660492852
01/01/2006,KAN,0.162157903114355,0.361624664748343,0.254124317494055,0.800306596076998
01/01/2006,MIA,0.134321006256258,0.325752871036729,0.186377196916736,0.380202709833944
01/01/2006,MIN,8.35106905742928e-02,0.612060314119291,0.198492271408882,0.104150066560678
01/01/2006,NOR,0.323213080924767,0.472527883621288,0.158568175146653,0.38220903370609
01/01/2006,NWE,0.185360243180741,0.186711695928461,6.48721818352386e-02,0.26951854281549
01/01/2006,NYJ,0.33650546282281,0.474041066232791,0.348903393836675,0.932373654699957
01/01/2006,OTI,0.101849552606449,0.50422142496012,0.244410193546594,0.417528674643523
01/01/2006,PHI,0.190942851851746,0.570497085423392,0.110790103972951,0.403198986829629
01/01/2006,PIT,0.320531311192552,0.239582396343204,0.510718093608196,0.174511852668609
01/01/2006,RAM,0.138965415083912,0.841867255424152,0.322680034608835,0.751980438051997
01/01/2006,RAV,0.361347956111021,1.08217161782387,0.553818330296921,0.252160198388711
01/01/2006,SEA,0.11134758743239,0.502592346373867,0.333232421556453,0.634612663505247
01/01/2006,SFO,0.441026933125529,0.298504248153359,0.195123940358761,0.60199622286376
01/01/2006,TAM,0.245668593688648,0.692803486676954,0.229420180312369,0.340123760333868
01/01/2006,WAS,0.748262962690327,0.596215928507745,0.815664636643939,0.540290950348732
01/01/2012,ATL,0.623206613928366,0.522294733409917,0.341346880416664,0.297192103467326
01/01/2012,BUF,0.243617816505411,0.748395652602752,0.445649766206091,0.173583444267796
01/01/2012,CAR,0.160424185261434,0.296291945131652,0.20110376368924,8.6791722133898e-02
01/01/2012,CHI,0.303108287850486,0.546496869718214,0.214693613539866,0.660754863672395
01/01/2012,CIN,6.49527593355611e-02,0.610942931256641,0.179909952309811,5.20750332803388e-02
01/01/2012,CLE,0.271235644156933,0.622361487502614,0.258805892171986,0.270446951216303
01/01/2012,CLT,0.120626553051756,0.596854160702354,0.153961079575715,0.215912149050464
01/01/2012,CRD,0.200002748264536,0.297366346878319,0.706726864943851,0.702514680727678
01/01/2012,DAL,0.139184484290488,0.4489639795076,0.755413533405894,0.208300133121355
01/01/2012,DEN,0.104750391545239,0.482605627058805,0.24353739859264,0.296948672056879
01/01/2012,DET,0.102068621813025,0.578606268197056,0.221200805299988,0.366625481174444
01/01/2012,GNB,0.206819013358263,2.94609259050771e-02,0.474364799710212,0.672960961055566
01/01/2012,HTX,0.123308322783971,0.311189633340203,6.48721818352386e-02,0.121508410987457
01/01/2012,JAX,0.129905518671122,0.667445669915825,0.501733171689912,0.567882486094075
01/01/2012,KAN,0.227741654998894,0.503990842215167,0.39752119950765,0.436987267282376
01/01/2012,MIA,0.120626553051756,0.695522482914662,0.257532595697372,0.277733510828474
01/01/2012,MIN,0.114029357164605,1.15108486789686,0.684394581310107,0.340123760333868
01/01/2012,NOR,0.267539287208572,0.291297352344206,0.235683423681168,0.399810809543316
01/01/2012,NWE,0.49483680567586,0.552946035114933,0.17566228580819,0.50666407639994
01/01/2012,NYG,0.357016181121038,1.03195649219698,0.383137311496761,0.234801853961931
01/01/2012,NYJ,0.171436868733721,0.172340949387049,0.223440356981891,0.706146289424438
01/01/2012,OTI,0.148463449909854,0.878377345291286,0.178029829697224,0.305163640069863
01/01/2012,PHI,0.229792432182131,0.486308188967189,0.115037770474572,0.182726820681592
01/01/2012,PIT,0.669364467754485,0.418466807406605,0.400075955418974,0.287805295643083
01/01/2012,RAI,0.21783169683055,0.273429630701514,0.194616545505716,0.374840449187427
01/01/2012,RAM,0.638051010960437,0.561985063083187,0.368430718300856,0.277130558744599
01/01/2012,RAV,0.163105954993648,0.254312859295743,0.491404404841354,0.497962245566064
01/01/2012,SDG,0.11134758743239,0.285605917359921,0.173422734126287,0.506420644989494
01/01/2012,SEA,0.35742810446344,0.478368764683794,0.313530041883454,0.454345611709155
01/01/2012,SFO,0.150926150435492,0.406437433592163,0.450680430835952,0.402514009839263
01/01/2012,TAM,3.71158624774635e-02,0.606934182353236,0.106163034825416,0.305407071480309
01/01/2012,WAS,0.254947559308014,0.123912698154421,0.556560006714913,0.157153508241829
01/01/2017,ATL,0.295376184066669,0.668993292853544,0.495449600028849,0.611499119950984
01/01/2017,BUF,8.35106905742928e-02,0.204014178313833,0.459779141299834,0.217443509535152
01/01/2017,CAR,0.188261082119532,0.798314162722056,0.122032383511142,0.39312720201502
01/01/2017,CHI,0.237118610741999,0.371738094463264,0.221580207945903,0.340123760333868
01/01/2017,CIN,0.273505490546746,0.309524790398024,0.313016675998815,0.200085165108372
01/01/2017,CLE,0.384336380269311,0.454976833312829,0.780539807057522,0.471703956135935
01/01/2017,CLT,8.35106905742928e-02,0.29205508275664,1.03281450881358,0.366382049763998
01/01/2017,CRD,0.732453305924181,0.45204509746887,1.32353406316674,1.23237432558837
01/01/2017,DAL,0.265992425373022,0.391818119127663,0.238910329445104,9.59350985476943e-02
01/01/2017,DEN,0.211234500943399,0.100900937646063,0.450803444441749,0.121508410987457
01/01/2017,DET,0.55485737971646,0.773180935267981,0.149713413074094,0.234801853961931
01/01/2017,GNB,0.322582088375789,0.331860163161023,0.649314696996971,0.445202235295359
01/01/2017,HTX,0.227110662449916,0.66515438051893,0.26226768347544,0.207697181037481
01/01/2017,JAX,0.151145219642068,0.958053140237852,0.691710136518954,0.253088606789524
01/01/2017,KAN,0.306705926869272,0.189283715361294,0.228195418336558,0.462560579722138
01/01/2017,MIA,0.16680231194201,0.438830095341199,0.209958525761798,0.363922280878497
01/01/2017,MIN,0.11134758743239,0.621512984975099,0.188764714382369,0.542309173654313
01/01/2017,NOR,0.185360243180741,0.465128560617932,0.273605945621225,0.425140690572632
01/01/2017,NWE,0.206501954027948,0.66993876693438,0.366814517656191,0.589674682766559
01/01/2017,NYG,0.437109335046716,0.274354586369961,0.202118553395331,0.756689962220089
01/01/2017,NYJ,0.141647184816126,0.900692263602805,0.731236063739216,0.419628922855596
01/01/2017,OTI,0.50104750716613,0.500131475429073,0.573986110821708,0.148010131828033
01/01/2017,PHI,0.256494390547081,0.467494993243661,0.36008498206259,0.438961350642579
01/01/2017,PIT,0.54289664436488,0.508265860140929,1.17686180409045,0.702271249317231
01/01/2017,RAI,7.69134946871413e-02,0.512785985786135,0.339675414900082,0.225658477548135
01/01/2017,RAM,0.484520922283568,0.639301642164082,0.117277322156475,0.260375166401694
01/01/2017,RAV,0.141866254022702,0.288160093654053,0.326504478250502,0.217443509535152
01/01/2017,SDG,0.301123318198267,0.421471472226944,0.382136524335675,0.37213724889148
01/01/2017,SEA,0.11134758743239,0.860945793200652,0.577813302226072,0.148010131828033
01/01/2017,SFO,0.151145219642068,0.2690050246581,0.217081131005499,0.104150066560678
01/01/2017,TAM,0.530915750380398,0.536948743221524,0.489583766360497,0.480847332549731
01/01/2017,WAS,0.167021381148586,0.327965174058436,0.245289528998095,0.234801853961931
01/02/2000,BUF,8.61924603065071e-02,0.371626945975225,0.123764540339999,0.409557138040987
